track_id,danceability,energy,valence,tempo,loudness,acousticness
18847.0,0.607,0.473,0.54,119.698,-8.555,0.712
18848.0,0.607,0.473,0.54,119.698,-8.555,0.712
19075.0,0.607,0.473,0.54,119.698,-8.555,0.712
73.0,0.417,0.595,0.117,147.928,-7.84,0.158
22.0,0.572,0.454,0.515,140.182,-10.286,0.477
74.0,0.572,0.454,0.515,140.182,-10.286,0.477
75.0,0.709,0.913,0.519,108.024,-5.148,0.0182
26501.0,0.709,0.913,0.519,108.024,-5.148,0.0182
26877.0,0.709,0.913,0.519,108.024,-5.148,0.0182
48076.0,0.709,0.913,0.519,108.024,-5.148,0.0182
67453.0,0.709,0.913,0.519,108.024,-5.148,0.0182
76.0,0.537,0.342,0.253,109.236,-13.553,0.645
74831.0,0.537,0.342,0.253,109.236,-13.553,0.645
77.0,0.643,0.638,0.6,82.001,-4.947,0.204
603.0,0.643,0.638,0.6,82.001,-4.947,0.204
78.0,0.451,0.7,0.37,150.055,-6.597,0.455
23176.0,0.451,0.7,0.37,150.055,-6.597,0.455
35270.0,0.451,0.7,0.37,150.055,-6.597,0.455
79.0,0.546,0.391,0.202,139.669,-10.786,0.784
80.0,0.561,0.327,0.298,161.858,-10.835,0.902
81.0,0.479,0.541,0.3,85.994,-9.862,0.74
82.0,0.479,0.541,0.3,85.994,-9.862,0.74
134.0,0.479,0.541,0.3,85.994,-9.862,0.74
81.0,0.479,0.541,0.3,85.994,-9.862,0.74
82.0,0.479,0.541,0.3,85.994,-9.862,0.74
134.0,0.479,0.541,0.3,85.994,-9.862,0.74
83.0,0.436,0.4,0.351,100.734,-11.485,0.904
84.0,0.551,0.836,0.758,185.063,-3.838,0.00502
70294.0,0.551,0.836,0.758,185.063,-3.838,0.00502
35.0,0.409,0.153,0.18,85.262,-10.74,0.939
38.0,0.409,0.153,0.18,85.262,-10.74,0.939
85.0,0.409,0.153,0.18,85.262,-10.74,0.939
86.0,0.409,0.153,0.18,85.262,-10.74,0.939
35.0,0.409,0.153,0.18,85.262,-10.74,0.939
38.0,0.409,0.153,0.18,85.262,-10.74,0.939
85.0,0.409,0.153,0.18,85.262,-10.74,0.939
86.0,0.409,0.153,0.18,85.262,-10.74,0.939
87.0,0.6,0.845,0.392,97.631,-7.076,0.048
23552.0,0.6,0.845,0.392,97.631,-7.076,0.048
88.0,0.492,0.145,0.218,90.078,-14.504,0.872
89.0,0.492,0.145,0.218,90.078,-14.504,0.872
91.0,0.492,0.145,0.218,90.078,-14.504,0.872
92.0,0.492,0.145,0.218,90.078,-14.504,0.872
93.0,0.492,0.145,0.218,90.078,-14.504,0.872
94.0,0.492,0.145,0.218,90.078,-14.504,0.872
95.0,0.492,0.145,0.218,90.078,-14.504,0.872
63946.0,0.492,0.145,0.218,90.078,-14.504,0.872
88.0,0.492,0.145,0.218,90.078,-14.504,0.872
89.0,0.492,0.145,0.218,90.078,-14.504,0.872
91.0,0.492,0.145,0.218,90.078,-14.504,0.872
92.0,0.492,0.145,0.218,90.078,-14.504,0.872
93.0,0.492,0.145,0.218,90.078,-14.504,0.872
94.0,0.492,0.145,0.218,90.078,-14.504,0.872
95.0,0.492,0.145,0.218,90.078,-14.504,0.872
63946.0,0.492,0.145,0.218,90.078,-14.504,0.872
90.0,0.447,0.555,0.33,117.888,-6.018,0.218
88.0,0.492,0.145,0.218,90.078,-14.504,0.872
89.0,0.492,0.145,0.218,90.078,-14.504,0.872
91.0,0.492,0.145,0.218,90.078,-14.504,0.872
92.0,0.492,0.145,0.218,90.078,-14.504,0.872
93.0,0.492,0.145,0.218,90.078,-14.504,0.872
94.0,0.492,0.145,0.218,90.078,-14.504,0.872
95.0,0.492,0.145,0.218,90.078,-14.504,0.872
63946.0,0.492,0.145,0.218,90.078,-14.504,0.872
88.0,0.492,0.145,0.218,90.078,-14.504,0.872
89.0,0.492,0.145,0.218,90.078,-14.504,0.872
91.0,0.492,0.145,0.218,90.078,-14.504,0.872
